City,Colors Reported,Shape Reported,State,Time,sighting,Year
Crestview,RED,FORMATION,KY,2012-07-06 20:30:00,1,2012
Kernersville,,FIREBALL,NC,2012-07-06 21:00:00,1,2012
West Monroe,RED ORANGE,LIGHT,LA,2012-07-06 21:00:00,1,2012
Derby,,FIREBALL,CT,2012-07-06 21:10:00,1,2012
Carthage,,SPHERE,NC,2012-07-06 21:40:00,1,2012
Laguna Hills,,FIREBALL,CA,2012-07-06 21:45:00,1,2012
Millersburg,,LIGHT,PA,2012-07-06 21:45:00,1,2012
Glendale,ORANGE,,CA,2012-07-06 21:55:00,1,2012
Bedford,,LIGHT,TX,2012-07-06 22:00:00,1,2012
Bristol,,CIRCLE,CT,2012-07-06 22:00:00,1,2012
Pedro,,FORMATION,OH,2012-07-06 22:00:00,1,2012
Pittsburgh,,FIREBALL,PA,2012-07-06 22:00:00,1,2012
Sacramento,BLUE,VARIOUS,CA,2012-07-06 22:00:00,1,2012
Yukon,,FIREBALL,OK,2012-07-06 22:01:00,1,2012
Lewisburg,YELLOW,TRIANGLE,WV,2012-07-06 22:30:00,1,2012
Allentown,,,PA,2012-07-06 22:40:00,1,2012
Coeur d'Alene,ORANGE,LIGHT,ID,2012-07-06 22:45:00,1,2012
Liberty Township,,CIRCLE,OH,2012-07-06 23:00:00,1,2012
Newport,RED,CIRCLE,NC,2012-07-06 23:00:00,1,2012
Stamford,,FORMATION,CT,2012-07-06 23:00:00,1,2012
Walton,,FIREBALL,KY,2012-07-06 23:00:00,1,2012
Williamsville,RED,LIGHT,NY,2012-07-06 23:30:00,1,2012
Vancouver,,LIGHT,WA,2012-07-07 00:00:00,1,2012
Vancouver,,LIGHT,WA,2012-07-07 00:15:00,1,2012
Midlothian,ORANGE,SPHERE,VA,2012-07-07 00:45:00,1,2012
Olathe,,OTHER,KS,2012-07-07 01:00:00,1,2012
Stamford,,FIREBALL,CT,2012-07-07 01:00:00,1,2012
El Centro,,CIGAR,CA,2012-07-07 02:00:00,1,2012
Frankfort,ORANGE,LIGHT,MI,2012-07-07 04:00:00,1,2012
Parma,ORANGE,,OH,2012-07-07 10:30:00,1,2012
Port Sanilac,,TRIANGLE,MI,2012-07-07 11:00:00,1,2012
Annapolis,,,MD,2012-07-07 16:00:00,1,2012
New Brunswick,,SPHERE,NJ,2012-07-07 19:18:00,1,2012
Montclair,,FIREBALL,NJ,2012-07-07 19:45:00,1,2012
Chandler,ORANGE,FIREBALL,AZ,2012-07-07 21:00:00,1,2012
Sharon,YELLOW,FIREBALL,PA,2012-07-07 21:00:00,1,2012
Orange,,FIREBALL,CA,2012-07-07 21:15:00,1,2012
Penn Yan,,LIGHT,NY,2012-07-07 21:15:00,1,2012
Campbell,ORANGE,LIGHT,CA,2012-07-07 21:30:00,1,2012
Jersey Shore,,FIREBALL,PA,2012-07-07 21:30:00,1,2012
Stockton,,SPHERE,MO,2012-07-07 21:45:00,1,2012
Dewey,,CIRCLE,OK,2012-07-07 21:50:00,1,2012
Albuquerque,,,NM,2012-07-07 22:00:00,1,2012
Altoona,,CIRCLE,PA,2012-07-07 22:00:00,1,2012
Oaks,,CIRCLE,PA,2012-07-07 22:00:00,1,2012
Seattle,,CIRCLE,WA,2012-07-07 22:00:00,1,2012
Seattle,,CIRCLE,WA,2012-07-07 22:00:00,1,2012
Saint Peters,ORANGE,TRIANGLE,MO,2012-07-07 22:08:00,1,2012
Newport,ORANGE,FIREBALL,RI,2012-07-07 22:09:00,1,2012
Elmira,,OVAL,NY,2012-07-07 22:10:00,1,2012
Edmonton,ORANGE,OVAL,KY,2012-07-07 22:15:00,1,2012
Portland,ORANGE,SPHERE,ME,2012-07-07 22:15:00,1,2012
Fairfield,,FIREBALL,OH,2012-07-07 22:20:00,1,2012
Tomahawk,RED ORANGE,FIREBALL,WI,2012-07-07 22:30:00,1,2012
Johnstown,ORANGE,CIRCLE,PA,2012-07-07 22:50:00,1,2012
Seattle,,FIREBALL,WA,2012-07-07 23:00:00,1,2012
Seattle,,OTHER,WA,2012-07-07 23:07:00,1,2012
Olympia,,FIREBALL,WA,2012-07-07 23:10:00,1,2012
Traverse City,,LIGHT,MI,2012-07-07 23:15:00,1,2012
West Valley City,RED,FIREBALL,UT,2012-07-07 23:15:00,1,2012
Port Orchard,,LIGHT,WA,2012-07-07 23:19:00,1,2012
Detroit,,LIGHT,OR,2012-07-07 23:30:00,1,2012
Manzanita,ORANGE,RECTANGLE,OR,2012-07-07 23:30:00,1,2012
Vadnais Heights,RED,OVAL,MN,2012-07-07 23:30:00,1,2012
Seattle,,FIREBALL,WA,2012-07-07 23:40:00,1,2012
Kalispell,,DIAMOND,MT,2012-07-08 00:00:00,1,2012
Stafford,,LIGHT,VA,2012-07-08 00:00:00,1,2012
Clinton,,FIREBALL,WA,2012-07-08 00:45:00,1,2012
Miami,,CYLINDER,FL,2012-07-08 03:30:00,1,2012
Moreno Valley,,FLASH,CA,2012-07-08 03:33:00,1,2012
Springfield,ORANGE,FIREBALL,MO,2012-07-08 10:32:00,1,2012
West Valley City,,SPHERE,UT,2012-07-08 17:50:00,1,2012
Santa Nella,RED,FORMATION,CA,2012-07-08 20:45:00,1,2012
Santa Nella,RED,SPHERE,CA,2012-07-08 20:45:00,1,2012
Linden,ORANGE,FIREBALL,NJ,2012-07-08 21:00:00,1,2012
Oakland,ORANGE,CIRCLE,CA,2012-07-08 21:03:00,1,2012
Chicopee,,FIREBALL,MA,2012-07-08 21:15:00,1,2012
Norman,RED,VARIOUS,OK,2012-07-08 21:30:00,1,2012
Pomona,ORANGE,SPHERE,CA,2012-07-08 21:30:00,1,2012
Bolingbrook,,FIREBALL,IL,2012-07-08 21:52:00,1,2012
Los Angeles,ORANGE,CIRCLE,CA,2012-07-08 22:00:00,1,2012
Mission Hills,,FIREBALL,CA,2012-07-08 22:00:00,1,2012
North Topsail Beach,RED,LIGHT,NC,2012-07-08 22:10:00,1,2012
Prescott Valley,ORANGE,SPHERE,AZ,2012-07-08 22:10:00,1,2012
Woodbridge,RED,SPHERE,VA,2012-07-08 22:12:00,1,2012
Kansas City,ORANGE,SPHERE,MO,2012-07-08 22:13:00,1,2012
Woodbridge,,DIAMOND,VA,2012-07-08 22:15:00,1,2012
Olympia,,CIRCLE,WA,2012-07-09 00:00:00,1,2012
Duvall,,CIRCLE,WA,2012-07-09 01:00:00,1,2012
Elizabeth,,OTHER,NJ,2012-07-09 01:30:00,1,2012
Verde Valley,,,AZ,2012-07-09 02:00:00,1,2012
Harrison Township,,SPHERE,MI,2012-07-09 04:45:00,1,2012
Los Angeles,,EGG,CA,2012-07-09 05:35:00,1,2012
Brandon,YELLOW,SPHERE,SD,2012-07-09 11:00:00,1,2012
Portland,,CIRCLE,OR,2012-07-09 12:35:00,1,2012
Kearneysville,,DISK,WV,2012-07-09 13:00:00,1,2012
Buffalo,,CHEVRON,MN,2012-07-09 13:30:00,1,2012
Jackson,,DISK,MI,2012-07-09 16:00:00,1,2012
Doylestown,,RECTANGLE,PA,2012-07-09 21:00:00,1,2012
Hollywood,,FIREBALL,FL,2012-07-09 21:00:00,1,2012
West Middlesex,,CIRCLE,PA,2012-07-09 21:50:00,1,2012
Tiskilwa,,TRIANGLE,IL,2012-07-09 22:00:00,1,2012
Allen Park,,SPHERE,MI,2012-07-09 22:15:00,1,2012
Southport,,CIGAR,CT,2012-07-09 22:25:00,1,2012
Trumbull,,CIGAR,CT,2012-07-09 22:35:00,1,2012
Wesley Chapel,,FORMATION,FL,2012-07-09 22:40:00,1,2012
Bangor,,OTHER,ME,2012-07-09 23:00:00,1,2012
Flowood,,,MS,2012-07-09 23:05:00,1,2012
Chesterton,ORANGE,FIREBALL,IN,2012-07-09 23:25:00,1,2012
Amarillo,,FIREBALL,TX,2012-07-09 23:30:00,1,2012
Spring Grove,,CIRCLE,MN,2012-07-10 00:00:00,1,2012
Prineville,,FIREBALL,OR,2012-07-10 01:00:00,1,2012
Elko,,LIGHT,NV,2012-07-10 03:00:00,1,2012
Eden Prairie,,CIRCLE,MN,2012-07-10 04:13:00,1,2012
Reno,RED,LIGHT,NV,2012-07-10 05:01:00,1,2012
Powder Springs,,FIREBALL,GA,2012-07-10 10:02:00,1,2012
Jackson Center,,EGG,OH,2012-07-10 18:30:00,1,2012
Presque Isle,,FORMATION,MI,2012-07-10 20:30:00,1,2012
Bevington,YELLOW,TRIANGLE,IA,2012-07-10 22:00:00,1,2012
Lanson,,OVAL,MI,2012-07-10 22:00:00,1,2012
New Lenox,ORANGE,SPHERE,IL,2012-07-10 22:15:00,1,2012
Coventry,,FIREBALL,RI,2012-07-10 22:22:00,1,2012
Fort Walton Beach,,DIAMOND,FL,2012-07-10 22:45:00,1,2012
Baltimore,ORANGE,SPHERE,MD,2012-07-10 23:00:00,1,2012
Northport,,LIGHT,NY,2012-07-10 23:00:00,1,2012
San Diego,ORANGE,SPHERE,CA,2012-07-10 23:00:00,1,2012
Mackinaw City,,SPHERE,MI,2012-07-10 23:05:00,1,2012
Plantation,RED,LIGHT,FL,2012-07-10 23:30:00,1,2012
Davenport,,LIGHT,WA,2012-07-10 23:55:00,1,2012
Valley View,,LIGHT,OH,2012-07-11 00:00:00,1,2012
Haleiwa,,FIREBALL,HI,2012-07-11 00:01:00,1,2012
Jakes Run,,LIGHT,WV,2012-07-11 01:00:00,1,2012
French village,RED,,MO,2012-07-11 02:30:00,1,2012
Redding,,LIGHT,CA,2012-07-11 04:00:00,1,2012
Littleton,,LIGHT,CO,2012-07-11 21:00:00,1,2012
Kill Devil Hills,ORANGE,LIGHT,NC,2012-07-11 21:30:00,1,2012
Bozeman,,LIGHT,MT,2012-07-11 22:00:00,1,2012
Fox Lake,RED,LIGHT,IL,2012-07-11 22:00:00,1,2012
Fairport,RED,FIREBALL,NY,2012-07-11 22:10:00,1,2012
Archdale,,FIREBALL,NC,2012-07-11 22:15:00,1,2012
Pasco,,,WA,2012-07-11 23:00:00,1,2012
Rochester,,OTHER,MN,2012-07-11 23:00:00,1,2012
Mechanicsburg,RED YELLOW,CIRCLE,PA,2012-07-11 23:30:00,1,2012
Stonington,,FLASH,PA,2012-07-11 23:30:00,1,2012
Horseheads,,,NY,2012-07-11 23:41:00,1,2012
Fairfield,YELLOW,FIREBALL,CT,2012-07-11 23:43:00,1,2012
Madison,RED,SPHERE,OH,2012-07-12 00:00:00,1,2012
Somerset,,LIGHT,WI,2012-07-12 00:00:00,1,2012
Mukilteo,,FIREBALL,WA,2012-07-12 00:25:00,1,2012
Kansas City,,DIAMOND,MO,2012-07-12 03:00:00,1,2012
Austintown,,SPHERE,OH,2012-07-12 03:12:00,1,2012
Newark,,FLASH,DE,2012-07-12 04:50:00,1,2012
Ronkonkoma,RED,CIRCLE,NY,2012-07-12 09:15:00,1,2012
Los Banos,,TRIANGLE,CA,2012-07-12 10:30:00,1,2012
North Myrtle Beach,,FIREBALL,SC,2012-07-12 21:30:00,1,2012
St. Louis,ORANGE,FIREBALL,MO,2012-07-12 21:30:00,1,2012
Viola,,OTHER,DE,2012-07-12 21:30:00,1,2012
Pismo Beach,RED GREEN,DISK,CA,2012-07-12 21:45:00,1,2012
Girard,,OVAL,OH,2012-07-12 22:20:00,1,2012
Colby,,CYLINDER,KS,2012-07-12 22:36:00,1,2012
St. Augustine,,FIREBALL,FL,2012-07-12 22:40:00,1,2012
Siesta Key,RED,DIAMOND,FL,2012-07-12 22:50:00,1,2012
Des Moines,,,IA,2012-07-13 01:24:00,1,2012
Marshalltown,RED ORANGE,VARIOUS,IA,2012-07-13 02:26:00,1,2012
Charlotte,,TRIANGLE,NC,2012-07-13 03:27:00,1,2012
Gulfport,,LIGHT,MS,2012-07-13 04:00:00,1,2012
West Paducah,,CIRCLE,KY,2012-07-13 09:40:00,1,2012
Euclid,,CIRCLE,OH,2012-07-13 10:30:00,1,2012
Orlando,,CIRCLE,FL,2012-07-13 11:21:00,1,2012
Puyallup,,CONE,WA,2012-07-13 14:00:00,1,2012
Creedmor,,SPHERE,NC,2012-07-13 15:00:00,1,2012
Nottingham,,CIRCLE,NH,2012-07-13 20:15:00,1,2012
Gulfport,RED,TRIANGLE,MS,2012-07-13 21:00:00,1,2012
North Massapequa,,FIREBALL,NY,2012-07-13 21:00:00,1,2012
San Diego,,FIREBALL,CA,2012-07-13 21:00:00,1,2012
North Versailles,,LIGHT,PA,2012-07-13 21:15:00,1,2012
Roseburg,,LIGHT,OR,2012-07-13 21:25:00,1,2012
Roseburg,,LIGHT,OR,2012-07-13 21:30:00,1,2012
Simpsonville,,SPHERE,SC,2012-07-13 21:30:00,1,2012
Erie,ORANGE,LIGHT,PA,2012-07-13 21:50:00,1,2012
Andover,,FORMATION,NJ,2012-07-13 22:00:00,1,2012
Crawfordville,,OTHER,FL,2012-07-13 22:00:00,1,2012
Toledo,,LIGHT,OH,2012-07-13 22:00:00,1,2012
Wapakoneta,,FIREBALL,OH,2012-07-13 22:00:00,1,2012
East Moriches,,FIREBALL,NY,2012-07-13 22:30:00,1,2012
Industry,ORANGE,FIREBALL,PA,2012-07-13 22:32:00,1,2012
Mesquite,,CIRCLE,TX,2012-07-14 00:05:00,1,2012
Browning,ORANGE YELLOW,FIREBALL,MT,2012-07-14 01:00:00,1,2012
Terre Haute,,CIRCLE,IN,2012-07-14 02:15:00,1,2012
Somerset,,CIRCLE,KY,2012-07-14 03:00:00,1,2012
Ferron,,OVAL,UT,2012-07-14 10:38:00,1,2012
Jennings,,CIRCLE,MO,2012-07-14 17:15:00,1,2012
Eagle Bay,,OVAL,NY,2012-07-14 19:00:00,1,2012
Aurora,,OVAL,CO,2012-07-14 21:00:00,1,2012
Airway Heights,,LIGHT,WA,2012-07-14 21:30:00,1,2012
Fisher,ORANGE,FIREBALL,PA,2012-07-14 21:30:00,1,2012
Mantoloking,,FIREBALL,NJ,2012-07-14 21:30:00,1,2012
Wentzville,ORANGE,OVAL,MO,2012-07-14 21:30:00,1,2012
Springboro,,FORMATION,OH,2012-07-14 21:43:00,1,2012
Brookville,,LIGHT,OH,2012-07-14 21:45:00,1,2012
St. Pete Beach,ORANGE,FIREBALL,FL,2012-07-14 21:45:00,1,2012
St. Pete Beach,ORANGE,FIREBALL,FL,2012-07-14 21:45:00,1,2012
Culver,ORANGE,CIRCLE,IN,2012-07-14 21:50:00,1,2012
Kenner,RED,LIGHT,LA,2012-07-14 21:55:00,1,2012
Rice Lake,,LIGHT,WI,2012-07-14 22:00:00,1,2012
Seaside,,DISK,OR,2012-07-14 22:00:00,1,2012
Swainsboro,BLUE,CIRCLE,GA,2012-07-14 22:00:00,1,2012
Temecula,,,CA,2012-07-14 22:00:00,1,2012
Tigard,,CIGAR,OR,2012-07-14 22:00:00,1,2012
Warwick,RED,CIRCLE,NY,2012-07-14 22:00:00,1,2012
Zanesfield,RED,CIRCLE,OH,2012-07-14 22:03:00,1,2012
Hollister,,LIGHT,CA,2012-07-14 22:05:00,1,2012
Panorama City,,LIGHT,CA,2012-07-14 22:05:00,1,2012
Mantoloking,,LIGHT,NJ,2012-07-14 22:30:00,1,2012
Bethany Beach,,DISK,DE,2012-07-14 22:40:00,1,2012
Ocean City,ORANGE,OVAL,MD,2012-07-14 22:45:00,1,2012
Falmouth,,OVAL,MA,2012-07-14 22:55:00,1,2012
Aurora,ORANGE,FIREBALL,IL,2012-07-14 23:00:00,1,2012
Hallsville,,SPHERE,MO,2012-07-14 23:20:00,1,2012
San Francisco,,OTHER,CA,2012-07-14 23:20:00,1,2012
Blue Ridge,,LIGHT,GA,2012-07-14 23:50:00,1,2012
Marksville,,LIGHT,LA,2012-07-15 01:00:00,1,2012
West Los Angeles,,OVAL,CA,2012-07-15 01:45:00,1,2012
Dover,,TRIANGLE,DE,2012-07-15 02:25:00,1,2012
Columbus,,EGG,OH,2012-07-15 03:00:00,1,2012
Sandy Springs,,LIGHT,GA,2012-07-15 04:00:00,1,2012
King's Canyon Park,,,CA,2012-07-15 12:00:00,1,2012
Las Vegas,,SPHERE,NV,2012-07-15 12:00:00,1,2012
Florence,,TRIANGLE,MT,2012-07-15 15:00:00,1,2012
Gettysburg,,TRIANGLE,PA,2012-07-15 20:00:00,1,2012
Aurora,GREEN,TRIANGLE,CO,2012-07-15 21:20:00,1,2012
Gallipolis,ORANGE,SPHERE,OH,2012-07-15 22:00:00,1,2012
Seaside,,CIRCLE,OR,2012-07-15 22:00:00,1,2012
Dexter,RED,SPHERE,MI,2012-07-15 22:10:00,1,2012
Richfield,,LIGHT,MN,2012-07-15 22:50:00,1,2012
Terrell,,TRIANGLE,TX,2012-07-15 23:00:00,1,2012
Sanford,,TRIANGLE,ME,2012-07-16 00:00:00,1,2012
New York City,GREEN,LIGHT,NY,2012-07-16 00:30:00,1,2012
Aguanga,,OTHER,CA,2012-07-16 01:30:00,1,2012
Ottumwa,,LIGHT,IA,2012-07-16 04:32:00,1,2012
Clearwater,,DISK,FL,2012-07-16 07:30:00,1,2012
Breckenridge,,LIGHT,CO,2012-07-16 21:43:00,1,2012
West Allis,,,WI,2012-07-16 22:00:00,1,2012
Mt. Pleasant,ORANGE,FIREBALL,IA,2012-07-16 23:40:00,1,2012
Belmont,,SPHERE,NY,2012-07-17 00:00:00,1,2012
Salem,,SPHERE,OR,2012-07-17 00:20:00,1,2012
Sewell,,TRIANGLE,NJ,2012-07-17 01:10:00,1,2012
South Nags Head,,CIGAR,NC,2012-07-17 01:10:00,1,2012
North Dayton,,OTHER,OH,2012-07-17 01:25:00,1,2012
Rio Rancho,,LIGHT,NM,2012-07-17 01:45:00,1,2012
Myrtle Beach,ORANGE,FIREBALL,SC,2012-07-17 02:00:00,1,2012
Georgetown,,OTHER,KY,2012-07-17 02:20:00,1,2012
Hollansburg,,FIREBALL,OH,2012-07-17 04:14:00,1,2012
Stockton,,LIGHT,CA,2012-07-17 05:11:00,1,2012
Houston,,LIGHT,TX,2012-07-17 06:30:00,1,2012
Traverse City,BLUE,CIGAR,MI,2012-07-17 18:00:00,1,2012
Meredith,,CYLINDER,NH,2012-07-17 19:15:00,1,2012
Table Top Mountain,,CIGAR,AZ,2012-07-17 20:30:00,1,2012
New Richmond,,SPHERE,WI,2012-07-17 21:00:00,1,2012
East Lansing,ORANGE,,MI,2012-07-17 21:30:00,1,2012
Surfside Beach,ORANGE,CIRCLE,SC,2012-07-17 21:30:00,1,2012
Dade City,ORANGE,SPHERE,FL,2012-07-17 21:36:00,1,2012
Johnstown,,TRIANGLE,PA,2012-07-17 21:50:00,1,2012
Phoenix,ORANGE,LIGHT,AZ,2012-07-17 22:00:00,1,2012
Morgantown,,LIGHT,WV,2012-07-17 22:30:00,1,2012
Las Vegas,,CIRCLE,NV,2012-07-17 22:50:00,1,2012
Topsail Island,,CIGAR,NC,2012-07-17 23:00:00,1,2012
Surfside Beach,,LIGHT,SC,2012-07-18 00:00:00,1,2012
Homer,,LIGHT,AK,2012-07-18 01:00:00,1,2012
Homer,,LIGHT,AK,2012-07-18 01:00:00,1,2012
Jacksonville,GREEN,FIREBALL,FL,2012-07-18 05:55:00,1,2012
East Northport,,RECTANGLE,NY,2012-07-18 09:20:00,1,2012
Myrtle Beach,ORANGE,FIREBALL,SC,2012-07-18 09:30:00,1,2012
Myrtle Beach,ORANGE,FIREBALL,SC,2012-07-18 12:00:00,1,2012
Hartselle,,FIREBALL,AL,2012-07-18 14:00:00,1,2012
Myrtle Beach,,LIGHT,SC,2012-07-18 16:00:00,1,2012
North Myrtle Beach,,SPHERE,SC,2012-07-18 19:00:00,1,2012
Calabash,YELLOW,,NC,2012-07-18 21:00:00,1,2012
Holden Beach,,FORMATION,NC,2012-07-18 21:00:00,1,2012
Holden Beach,,SPHERE,NC,2012-07-18 21:00:00,1,2012
Ocean Isle Beach,,LIGHT,NC,2012-07-18 21:00:00,1,2012
Southport,,OVAL,NC,2012-07-18 21:00:00,1,2012
Port Orange,,TRIANGLE,FL,2012-07-18 21:20:00,1,2012
Shawano,,FIREBALL,WI,2012-07-18 21:20:00,1,2012
Holden Beach,,FORMATION,NC,2012-07-18 21:30:00,1,2012
Oak Island,,OTHER,NC,2012-07-18 21:30:00,1,2012
Centralia,YELLOW,FIREBALL,WA,2012-07-18 21:45:00,1,2012
Emerald Isle,,LIGHT,NC,2012-07-18 22:00:00,1,2012
Little River,ORANGE,CIRCLE,SC,2012-07-18 22:00:00,1,2012
Oak Island,,FIREBALL,NC,2012-07-18 22:00:00,1,2012
Orem,GREEN BLUE,DISK,UT,2012-07-18 22:00:00,1,2012
Pawleys Island,,LIGHT,SC,2012-07-18 22:00:00,1,2012
Whittier,,TRIANGLE,CA,2012-07-18 22:00:00,1,2012
Myrtle Beach,RED,LIGHT,SC,2012-07-18 22:30:00,1,2012
Lee's Summit,,RECTANGLE,MO,2012-07-18 22:40:00,1,2012
Council Bluffs,,TRIANGLE,IA,2012-07-19 00:07:00,1,2012
Staunton,,,VA,2012-07-19 02:00:00,1,2012
New Orleans,,TRIANGLE,LA,2012-07-19 06:30:00,1,2012
Seaside,ORANGE,SPHERE,OR,2012-07-19 09:50:00,1,2012
Fontana,,TEARDROP,CA,2012-07-19 11:00:00,1,2012
Independence,,RECTANGLE,KY,2012-07-19 16:20:00,1,2012
Hilo,RED,LIGHT,HI,2012-07-19 20:50:00,1,2012
Frisco,,CIRCLE,NC,2012-07-19 21:00:00,1,2012
Portland,,CIRCLE,OR,2012-07-19 21:15:00,1,2012
North Topsail,,CIRCLE,NC,2012-07-19 21:40:00,1,2012
Oakridge,ORANGE,CIRCLE,OR,2012-07-19 21:44:00,1,2012
Auburn,,LIGHT,CA,2012-07-19 21:50:00,1,2012
Emerald Isle,RED,SPHERE,NC,2012-07-19 21:50:00,1,2012
Deland,ORANGE,CIRCLE,FL,2012-07-19 22:00:00,1,2012
Pawleys Island,,LIGHT,SC,2012-07-19 22:00:00,1,2012
Beekmantown,,LIGHT,NY,2012-07-19 22:05:00,1,2012
Myrtle Beach,ORANGE,FLASH,SC,2012-07-19 22:45:00,1,2012
Ardmore,,FIREBALL,OK,2012-07-19 23:00:00,1,2012
Ocean City,,LIGHT,MD,2012-07-19 23:27:00,1,2012
West Los Angeles,,LIGHT,CA,2012-07-19 23:54:00,1,2012
Farmington,,CIRCLE,MN,2012-07-20 02:30:00,1,2012
Greene,GREEN,DIAMOND,ME,2012-07-20 04:00:00,1,2012
Hampstead,,CIRCLE,NH,2012-07-20 09:55:00,1,2012
Diamond Bar,,TRIANGLE,CA,2012-07-20 12:00:00,1,2012
Orleans,,OTHER,CA,2012-07-20 14:45:00,1,2012
Poplar Grove,,TRIANGLE,IL,2012-07-20 17:05:00,1,2012
Hopkington,,TRIANGLE,MA,2012-07-20 19:00:00,1,2012
Manitou Beach,,CIRCLE,MI,2012-07-20 19:00:00,1,2012
Plumas National Forest,,DISK,CA,2012-07-20 19:00:00,1,2012
South Nags Head,ORANGE,LIGHT,NC,2012-07-20 19:00:00,1,2012
Glendale,,OTHER,CA,2012-07-20 19:35:00,1,2012
Robertsdale,,LIGHT,AL,2012-07-20 21:30:00,1,2012
Toledo,RED GREEN,CIRCLE,OH,2012-07-20 22:00:00,1,2012
Wyandotte,,DISK,MI,2012-07-20 22:01:00,1,2012
Westfield,,FIREBALL,NY,2012-07-20 22:30:00,1,2012
St. Charles,ORANGE,SPHERE,IL,2012-07-20 22:45:00,1,2012
Long Beach,,LIGHT,CA,2012-07-20 22:55:00,1,2012
Durango,,LIGHT,CO,2012-07-20 23:00:00,1,2012
St. Louis,,DISK,MO,2012-07-20 23:24:00,1,2012
Monroe,,FIREBALL,WA,2012-07-20 23:30:00,1,2012
Princeton,RED,CIRCLE,IN,2012-07-20 23:45:00,1,2012
Saint Paul,ORANGE,RECTANGLE,MN,2012-07-21 00:40:00,1,2012
Saint Paul,ORANGE,RECTANGLE,MN,2012-07-21 00:40:00,1,2012
Rochester,,TRIANGLE,NY,2012-07-21 03:05:00,1,2012
Nicholasville,RED,CIGAR,KY,2012-07-21 09:30:00,1,2012
Portland,RED ORANGE,FIREBALL,OR,2012-07-21 10:30:00,1,2012
Rhome,,OVAL,TX,2012-07-21 10:30:00,1,2012
Canton,,CIRCLE,MI,2012-07-21 11:30:00,1,2012
Kenosha,,,WI,2012-07-21 12:40:00,1,2012
Suwanee,,LIGHT,GA,2012-07-21 15:00:00,1,2012
Kingsland,,OTHER,GA,2012-07-21 16:00:00,1,2012
Redmond,,CONE,WA,2012-07-21 17:00:00,1,2012
Reading,,OVAL,PA,2012-07-21 20:15:00,1,2012
Old Saybrook,RED,CIRCLE,CT,2012-07-21 20:30:00,1,2012
Greigsville,ORANGE,FIREBALL,NY,2012-07-21 21:00:00,1,2012
Maspeth,,CIRCLE,NY,2012-07-21 21:00:00,1,2012
Maspeth,BLUE,CIRCLE,NY,2012-07-21 21:00:00,1,2012
Montgomery,RED,FIREBALL,IL,2012-07-21 21:00:00,1,2012
Vacaville,ORANGE,LIGHT,CA,2012-07-21 21:00:00,1,2012
Brick Twp.,,,NJ,2012-07-21 21:13:00,1,2012
Vacaville,ORANGE,LIGHT,CA,2012-07-21 21:14:00,1,2012
Taunton,YELLOW,FIREBALL,MA,2012-07-21 21:25:00,1,2012
Cicero,ORANGE,FIREBALL,NY,2012-07-21 21:30:00,1,2012
Orefield,RED,SPHERE,PA,2012-07-21 21:30:00,1,2012
Senecaville,,FIREBALL,OH,2012-07-21 21:30:00,1,2012
Valdosta,ORANGE,CIRCLE,GA,2012-07-21 21:30:00,1,2012
Williamstown,ORANGE,FIREBALL,NJ,2012-07-21 21:35:00,1,2012
Colorado Springs,ORANGE,FIREBALL,CO,2012-07-21 21:45:00,1,2012
Sewickley,,FIREBALL,PA,2012-07-21 21:50:00,1,2012
York,ORANGE,CIRCLE,NY,2012-07-21 21:50:00,1,2012
Medford,,OVAL,NY,2012-07-21 21:55:00,1,2012
Montgomery,RED,FIREBALL,IL,2012-07-21 22:00:00,1,2012
Oklahoma City,,LIGHT,OK,2012-07-21 22:00:00,1,2012
Staten Island,,FIREBALL,NY,2012-07-21 22:00:00,1,2012
Hamburg,ORANGE,FIREBALL,NY,2012-07-21 22:05:00,1,2012
Marietta,ORANGE,FIREBALL,GA,2012-07-21 22:15:00,1,2012
Vienna,ORANGE,FORMATION,WV,2012-07-21 22:30:00,1,2012
Appleton,,SPHERE,WI,2012-07-21 23:00:00,1,2012
Duluth,ORANGE,CIRCLE,MN,2012-07-21 23:00:00,1,2012
Gurnee,RED,OTHER,IL,2012-07-21 23:15:00,1,2012
Ravensdale,RED ORANGE,LIGHT,WA,2012-07-21 23:30:00,1,2012
Brandon,,FIREBALL,FL,2012-07-22 00:00:00,1,2012
Charlotte,,LIGHT,MI,2012-07-22 02:00:00,1,2012
Boulder,,LIGHT,CO,2012-07-22 03:00:00,1,2012
East Helena,BLUE,CIRCLE,MT,2012-07-22 03:00:00,1,2012
Wagoner,GREEN,TRIANGLE,OK,2012-07-22 03:00:00,1,2012
Ardmore,,,OK,2012-07-22 04:00:00,1,2012
Lakewood,,VARIOUS,CO,2012-07-22 08:50:00,1,2012
Lakewood,,OVAL,PA,2012-07-22 15:56:00,1,2012
Torrance,ORANGE,SPHERE,CA,2012-07-22 20:40:00,1,2012
North Falmouth,,SPHERE,MA,2012-07-22 21:30:00,1,2012
Ripley,,TRIANGLE,TN,2012-07-22 21:45:00,1,2012
Frederick,,CIRCLE,MD,2012-07-22 22:30:00,1,2012
Frederick,,CIRCLE,MD,2012-07-22 22:30:00,1,2012
Quincy,,FLASH,CA,2012-07-22 23:00:00,1,2012
Springfield,,CIGAR,MA,2012-07-23 01:00:00,1,2012
Springfield,,CIRCLE,IL,2012-07-23 01:30:00,1,2012
East Helena,,TRIANGLE,MT,2012-07-23 04:00:00,1,2012
